date,year,month,day,region,country,category,medicine,age_group,units_sold,unit_price,stock_level,expiry_days_remaining,covid_flag
2020-08-06,2020,8,6,Africa,Nigeria,Respiratory,Salbutamol,0-12,31,23.94,1301,725,1
2025-03-12,2025,3,12,East Asia,Japan,Respiratory,Salbutamol,26-45,289,23.67,22,894,0
2020-10-11,2020,10,11,North America,Mexico,Respiratory,Salbutamol,65+,108,17.36,1447,890,1
2024-05-15,2024,5,15,Africa,Nigeria,Diabetes,Metformin,65+,170,14.55,1333,595,0
2020-03-22,2020,3,22,South America,Brazil,Pain_Relief,Paracetamol,13-25,395,8.92,27,659,1
2025-09-11,2025,9,11,Middle East,Saudi Arabia,Cardiovascular,Atorvastatin,46-65,61,20.83,1481,278,0
2024-05-25,2024,5,25,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,46-65,280,11.48,1369,743,0
2024-12-17,2024,12,17,Oceania,New Zealand,Respiratory,Salbutamol,0-12,272,16.44,370,674,0
2021-05-24,2021,5,24,North America,Mexico,Respiratory,Salbutamol,26-45,189,18.78,1050,937,1
2022-11-13,2022,11,13,Europe,UK,Cough_Cold,Cough Syrup,0-12,53,14.23,1420,699,1
2023-11-02,2023,11,2,East Asia,South Korea,Chronic,Omeprazole,65+,165,40.12,36,143,0
2025-01-15,2025,1,15,Africa,Nigeria,Antibiotic,Azithromycin,65+,53,31.3,1093,842,0
2021-12-22,2021,12,22,Africa,South Africa,Respiratory,Salbutamol,0-12,243,22.03,1796,336,1
2025-04-21,2025,4,21,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,0-12,191,9.61,1583,849,0
2024-10-27,2024,10,27,South Asia,India,Cough_Cold,Cough Syrup,0-12,23,12.78,1542,512,0
2021-02-11,2021,2,11,East Asia,South Korea,Vitamin,Vitamin C,0-12,313,9.76,41,106,1
2025-08-15,2025,8,15,South America,Argentina,Respiratory,Salbutamol,46-65,198,19.62,1506,739,0
2024-07-23,2024,7,23,South America,Argentina,Chronic,Omeprazole,13-25,252,38.05,1683,789,0
2024-03-31,2024,3,31,Middle East,Saudi Arabia,Diabetes,Metformin,65+,309,12.4,1019,295,0
2021-03-09,2021,3,9,Oceania,Australia,Cardiovascular,Amlodipine,0-12,374,28.86,1588,973,1
2024-05-24,2024,5,24,South America,Argentina,Respiratory,Salbutamol,65+,357,19.24,1028,208,0
2025-06-07,2025,6,7,Africa,South Africa,Cough_Cold,Cough Syrup,0-12,435,14.12,1091,330,0
2021-10-10,2021,10,10,North America,Mexico,Antibiotic,Azithromycin,46-65,347,29.1,772,123,1
2023-08-01,2023,8,1,South Asia,India,Antibiotic,Amoxicillin,13-25,345,28.53,49,805,0
2020-12-19,2020,12,19,Europe,UK,Diabetes,Metformin,65+,367,13.52,1502,956,1
2023-10-02,2023,10,2,Africa,Nigeria,Antibiotic,Azithromycin,26-45,447,28.81,1257,471,0
2023-03-31,2023,3,31,South Asia,India,Cough_Cold,Cough Syrup,13-25,498,11.28,1446,330,0
2020-03-29,2020,3,29,North America,USA,Diabetes,Metformin,13-25,268,15.06,500,576,1
2022-06-14,2022,6,14,Oceania,New Zealand,Vitamin,Vitamin C,46-65,202,8.76,7,164,1
2023-01-17,2023,1,17,Europe,France,Pain_Relief,Ibuprofen,13-25,331,6.68,657,468,0
2020-01-13,2020,1,13,East Asia,Japan,Respiratory,Salbutamol,26-45,156,17.86,1511,705,1
2024-07-08,2024,7,8,Africa,Nigeria,Vitamin,Vitamin C,13-25,116,10.48,1,569,0
2021-02-27,2021,2,27,Europe,Germany,Vitamin,Vitamin C,26-45,248,9.78,1283,86,1
2020-12-03,2020,12,3,Africa,South Africa,Pain_Relief,Paracetamol,46-65,135,8.2,1526,924,1
2023-05-02,2023,5,2,Africa,South Africa,Cough_Cold,Cough Syrup,46-65,149,12.44,79,573,0
2021-01-30,2021,1,30,Oceania,Australia,Cough_Cold,Cough Syrup,13-25,203,12.72,623,301,1
2025-07-08,2025,7,8,North America,USA,Pain_Relief,Ibuprofen,65+,416,8.52,441,692,0
2022-07-30,2022,7,30,East Asia,Japan,Respiratory,Salbutamol,26-45,497,22.68,344,294,1
2020-06-08,2020,6,8,Africa,Nigeria,Vitamin,Vitamin C,26-45,393,11.46,1081,197,1
2021-09-05,2021,9,5,South Asia,India,Cardiovascular,Amlodipine,26-45,89,22.1,276,452,1
2025-06-01,2025,6,1,Middle East,Saudi Arabia,Chronic,Omeprazole,26-45,393,36.55,48,290,0
2025-12-27,2025,12,27,Africa,Nigeria,Chronic,Omeprazole,0-12,324,44.62,12,811,0
2024-07-14,2024,7,14,Europe,Italy,Pain_Relief,Ibuprofen,13-25,260,7.47,15,215,0
2023-01-29,2023,1,29,Oceania,Australia,Antibiotic,Azithromycin,65+,236,28.16,582,168,0
2025-11-26,2025,11,26,South Asia,Bangladesh,Vitamin,Vitamin C,26-45,462,11.22,623,768,0
2021-03-29,2021,3,29,South Asia,Bangladesh,Vitamin,Vitamin C,46-65,448,9.83,1073,242,1
2021-05-14,2021,5,14,Middle East,Saudi Arabia,Vitamin,Vitamin C,65+,383,9.6,713,131,1
2025-09-15,2025,9,15,Africa,Nigeria,Diabetes,Metformin,65+,146,13.9,988,187,0
2020-07-13,2020,7,13,Africa,Nigeria,Cardiovascular,Atorvastatin,46-65,218,23.2,1327,472,1
2022-09-04,2022,9,4,Middle East,UAE,Antibiotic,Azithromycin,13-25,105,25.8,1602,569,1
2020-08-25,2020,8,25,South Asia,India,Diabetes,Metformin,65+,389,13.86,965,152,1
2021-09-10,2021,9,10,South America,Brazil,Respiratory,Salbutamol,13-25,13,22.39,1859,410,1
2025-01-14,2025,1,14,Middle East,UAE,Vitamin,Vitamin C,13-25,134,8.72,699,805,0
2024-12-18,2024,12,18,Africa,Nigeria,Diabetes,Metformin,65+,478,12.22,677,686,0
2022-11-01,2022,11,1,South America,Brazil,Diabetes,Metformin,46-65,485,13.21,251,201,1
2022-07-31,2022,7,31,East Asia,South Korea,Antibiotic,Azithromycin,13-25,114,27.63,1679,51,1
2024-07-26,2024,7,26,Africa,Nigeria,Vitamin,Vitamin C,65+,266,8.61,1223,985,0
2023-11-17,2023,11,17,East Asia,Japan,Cough_Cold,Cough Syrup,65+,418,14.13,72,576,0
2021-08-11,2021,8,11,Middle East,Saudi Arabia,Pain_Relief,Paracetamol,26-45,74,8.88,28,386,1
2025-06-15,2025,6,15,Africa,Nigeria,Cardiovascular,Amlodipine,65+,497,20.92,773,84,0
2020-07-23,2020,7,23,Africa,South Africa,Cough_Cold,Cough Syrup,0-12,120,10.6,1257,774,1
2020-11-11,2020,11,11,Middle East,UAE,Chronic,Omeprazole,65+,137,44.32,230,160,1
2024-12-26,2024,12,26,North America,Mexico,Cardiovascular,Atorvastatin,46-65,13,28.49,1010,89,0
2022-12-31,2022,12,31,South America,Brazil,Respiratory,Salbutamol,26-45,121,22.66,1401,280,1
2021-12-08,2021,12,8,East Asia,South Korea,Vitamin,Vitamin C,65+,163,11.46,1158,301,1
2020-01-15,2020,1,15,Oceania,New Zealand,Cardiovascular,Atorvastatin,26-45,204,20.77,1539,832,1
2020-03-30,2020,3,30,Oceania,Australia,Respiratory,Salbutamol,46-65,156,18.12,535,37,1
2025-12-20,2025,12,20,South America,Argentina,Chronic,Omeprazole,46-65,263,39.85,45,960,0
2025-04-24,2025,4,24,Europe,UK,Chronic,Omeprazole,65+,347,44.57,1263,161,0
2023-08-21,2023,8,21,East Asia,Japan,Cough_Cold,Cough Syrup,13-25,492,14.23,1362,354,0
2024-11-12,2024,11,12,Africa,South Africa,Diabetes,Metformin,46-65,391,16.18,1588,157,0
2023-08-23,2023,8,23,South Asia,India,Vitamin,Vitamin C,0-12,218,8.56,1275,255,0
2023-06-19,2023,6,19,East Asia,South Korea,Cough_Cold,Cough Syrup,13-25,102,13.96,1668,52,0
2022-05-04,2022,5,4,South Asia,Bangladesh,Respiratory,Salbutamol,65+,46,17.81,1111,483,1
2023-09-30,2023,9,30,East Asia,China,Diabetes,Metformin,13-25,376,15.16,568,184,0
2025-07-20,2025,7,20,South Asia,Bangladesh,Diabetes,Metformin,46-65,438,15.36,875,561,0
2021-01-14,2021,1,14,East Asia,South Korea,Antibiotic,Amoxicillin,0-12,101,24.03,1490,381,1
2024-03-03,2024,3,3,Africa,Nigeria,Cardiovascular,Atorvastatin,46-65,297,23.06,228,775,0
2025-02-18,2025,2,18,Africa,South Africa,Antibiotic,Amoxicillin,65+,351,33.54,1351,109,0
2024-12-04,2024,12,4,South Asia,Bangladesh,Chronic,Omeprazole,65+,24,43.99,1400,783,0
2022-05-23,2022,5,23,Europe,Italy,Chronic,Omeprazole,26-45,463,44.18,26,293,1
2020-10-01,2020,10,1,North America,Canada,Antibiotic,Amoxicillin,13-25,139,31.52,868,357,1
2020-09-21,2020,9,21,South Asia,Bangladesh,Diabetes,Metformin,65+,492,12.74,774,976,1
2021-04-24,2021,4,24,South America,Argentina,Vitamin,Vitamin C,26-45,100,9.72,1727,205,1
2021-07-30,2021,7,30,Europe,UK,Antibiotic,Azithromycin,46-65,491,31.82,1021,384,1
2024-08-17,2024,8,17,South Asia,India,Cardiovascular,Atorvastatin,26-45,420,25.39,353,88,0
2025-05-01,2025,5,1,Oceania,Australia,Chronic,Omeprazole,46-65,155,36.75,237,936,0
2020-03-15,2020,3,15,Middle East,UAE,Cough_Cold,Cough Syrup,65+,427,10.04,1527,230,1
2023-12-24,2023,12,24,Africa,South Africa,Respiratory,Salbutamol,0-12,142,21.91,31,738,0
2023-03-29,2023,3,29,East Asia,China,Cardiovascular,Atorvastatin,65+,288,28.07,1441,775,0
2020-01-06,2020,1,6,Middle East,Saudi Arabia,Cardiovascular,Amlodipine,26-45,437,23.21,693,765,1
2024-12-02,2024,12,2,South Asia,India,Diabetes,Metformin,0-12,187,15.18,822,839,0
2022-03-14,2022,3,14,North America,Mexico,Antibiotic,Amoxicillin,26-45,442,34.88,948,680,1
2023-10-12,2023,10,12,East Asia,South Korea,Diabetes,Metformin,46-65,273,16.96,611,715,0
2025-09-29,2025,9,29,Middle East,Saudi Arabia,Chronic,Omeprazole,65+,142,40.08,663,313,0
2025-01-23,2025,1,23,Africa,South Africa,Cardiovascular,Atorvastatin,46-65,171,22.0,24,797,0
2024-12-22,2024,12,22,South Asia,Bangladesh,Cough_Cold,Cough Syrup,13-25,395,11.9,1555,101,0
2021-05-30,2021,5,30,North America,USA,Antibiotic,Amoxicillin,0-12,23,33.4,1037,953,1
2020-05-21,2020,5,21,Europe,France,Antibiotic,Azithromycin,26-45,206,26.85,592,475,1
2024-01-11,2024,1,11,East Asia,South Korea,Cough_Cold,Cough Syrup,13-25,160,9.79,93,760,0
2023-01-20,2023,1,20,Europe,UK,Vitamin,Vitamin C,13-25,53,8.13,81,666,0
2022-12-02,2022,12,2,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,13-25,126,11.4,358,859,1
2022-03-30,2022,3,30,Middle East,Saudi Arabia,Antibiotic,Amoxicillin,46-65,161,35.54,57,498,1
2025-07-20,2025,7,20,Middle East,Saudi Arabia,Respiratory,Salbutamol,26-45,37,17.64,792,435,0
2024-10-09,2024,10,9,East Asia,Japan,Cardiovascular,Atorvastatin,46-65,147,21.77,463,428,0
2022-10-11,2022,10,11,Middle East,UAE,Cardiovascular,Amlodipine,13-25,197,27.34,1034,855,1
2020-07-01,2020,7,1,East Asia,Japan,Antibiotic,Amoxicillin,26-45,87,30.77,1536,129,1
2022-05-30,2022,5,30,Middle East,Saudi Arabia,Chronic,Omeprazole,13-25,167,33.71,510,106,1
2023-08-19,2023,8,19,Africa,South Africa,Cough_Cold,Cough Syrup,13-25,175,12.69,1039,70,0
2020-04-30,2020,4,30,South America,Brazil,Vitamin,Vitamin C,65+,166,9.42,397,957,1
2024-09-27,2024,9,27,East Asia,China,Cough_Cold,Cough Syrup,13-25,226,12.59,138,98,0
2020-10-27,2020,10,27,Europe,France,Antibiotic,Azithromycin,26-45,84,25.17,517,62,1
2021-02-28,2021,2,28,Europe,Germany,Cough_Cold,Cough Syrup,26-45,360,11.18,1316,686,1
2021-10-22,2021,10,22,Oceania,New Zealand,Antibiotic,Amoxicillin,65+,121,34.69,173,650,1
2021-03-17,2021,3,17,Europe,France,Chronic,Omeprazole,13-25,470,44.25,1444,654,1
2024-04-05,2024,4,5,East Asia,China,Respiratory,Salbutamol,65+,107,19.87,1677,397,0
2022-04-14,2022,4,14,Europe,Italy,Antibiotic,Amoxicillin,46-65,156,31.06,1633,592,1
2023-10-04,2023,10,4,East Asia,China,Antibiotic,Azithromycin,26-45,186,33.59,1818,510,0
2025-04-10,2025,4,10,East Asia,China,Antibiotic,Azithromycin,0-12,264,30.56,1508,492,0
2021-03-11,2021,3,11,Middle East,UAE,Vitamin,Vitamin C,13-25,167,11.26,616,279,1
2023-09-20,2023,9,20,Africa,South Africa,Vitamin,Vitamin C,0-12,210,9.78,781,632,0
2024-08-19,2024,8,19,South America,Brazil,Cough_Cold,Cough Syrup,26-45,341,9.7,29,63,0
2021-05-25,2021,5,25,Middle East,Saudi Arabia,Cardiovascular,Amlodipine,46-65,234,26.34,1632,617,1
2021-10-18,2021,10,18,East Asia,Japan,Diabetes,Metformin,65+,476,12.55,32,982,1
2025-06-17,2025,6,17,Africa,Nigeria,Vitamin,Vitamin C,13-25,166,11.72,43,638,0
2021-06-22,2021,6,22,South America,Brazil,Cough_Cold,Cough Syrup,0-12,174,12.96,10,520,1
2021-01-25,2021,1,25,Africa,Nigeria,Cardiovascular,Amlodipine,65+,446,21.29,33,62,1
2022-07-14,2022,7,14,North America,Canada,Cough_Cold,Cough Syrup,13-25,470,11.41,1597,770,1
2025-04-04,2025,4,4,Oceania,New Zealand,Pain_Relief,Ibuprofen,46-65,168,8.02,886,88,0
2022-08-25,2022,8,25,South Asia,Bangladesh,Antibiotic,Amoxicillin,0-12,91,24.06,751,593,1
2022-03-01,2022,3,1,Africa,Nigeria,Diabetes,Metformin,65+,465,14.22,31,533,1
2025-10-16,2025,10,16,Europe,UK,Antibiotic,Azithromycin,46-65,394,25.11,960,559,0
2024-03-12,2024,3,12,Europe,France,Vitamin,Vitamin C,26-45,255,11.16,1530,619,0
2025-03-15,2025,3,15,Middle East,Saudi Arabia,Chronic,Omeprazole,65+,487,34.41,684,584,0
2021-04-10,2021,4,10,Europe,France,Vitamin,Vitamin C,0-12,225,11.26,1710,110,1
2023-12-20,2023,12,20,East Asia,China,Vitamin,Vitamin C,26-45,392,8.94,418,580,0
2025-08-11,2025,8,11,Oceania,Australia,Cardiovascular,Amlodipine,13-25,137,23.3,363,416,0
2020-11-23,2020,11,23,Europe,Germany,Cough_Cold,Cough Syrup,13-25,426,10.55,836,495,1
2022-10-22,2022,10,22,Africa,South Africa,Antibiotic,Amoxicillin,13-25,16,34.84,98,961,1
2022-10-26,2022,10,26,Oceania,Australia,Vitamin,Vitamin C,13-25,461,8.32,1213,481,1
2025-05-09,2025,5,9,Oceania,Australia,Diabetes,Metformin,65+,498,16.37,33,697,0
2024-03-25,2024,3,25,Oceania,Australia,Vitamin,Vitamin C,13-25,473,10.66,29,827,0
2023-12-13,2023,12,13,South Asia,India,Cardiovascular,Atorvastatin,0-12,325,22.27,37,647,0
2021-05-08,2021,5,8,North America,Canada,Vitamin,Vitamin C,0-12,91,9.1,193,663,1
2023-05-31,2023,5,31,South Asia,India,Diabetes,Metformin,46-65,370,14.6,17,827,0
2024-01-27,2024,1,27,Africa,South Africa,Cough_Cold,Cough Syrup,13-25,265,10.13,181,65,0
2020-07-14,2020,7,14,North America,Mexico,Chronic,Omeprazole,26-45,28,34.83,148,954,1
2021-09-18,2021,9,18,East Asia,China,Antibiotic,Amoxicillin,26-45,333,25.08,33,751,1
2024-10-21,2024,10,21,Middle East,UAE,Cough_Cold,Cough Syrup,13-25,302,12.65,39,658,0
2020-11-10,2020,11,10,Europe,Germany,Vitamin,Vitamin C,0-12,213,9.95,1225,937,1
2024-06-19,2024,6,19,East Asia,South Korea,Cough_Cold,Cough Syrup,13-25,71,10.12,815,935,0
2022-01-21,2022,1,21,Africa,Nigeria,Vitamin,Vitamin C,0-12,360,10.02,1251,392,1
2024-02-12,2024,2,12,South America,Argentina,Cough_Cold,Cough Syrup,0-12,254,10.59,1303,671,0
2021-11-17,2021,11,17,Africa,South Africa,Cardiovascular,Atorvastatin,13-25,154,28.01,485,529,1
2022-11-18,2022,11,18,Africa,South Africa,Antibiotic,Azithromycin,26-45,385,28.61,904,136,1
2022-10-31,2022,10,31,Europe,UK,Respiratory,Salbutamol,13-25,258,16.48,1701,713,1
2021-09-07,2021,9,7,East Asia,South Korea,Antibiotic,Azithromycin,65+,265,27.25,1225,301,1
2024-02-28,2024,2,28,Europe,Germany,Antibiotic,Amoxicillin,26-45,459,35.16,768,354,0
2023-05-04,2023,5,4,North America,Mexico,Vitamin,Vitamin C,13-25,445,8.57,1163,645,0
2021-11-01,2021,11,1,South Asia,India,Diabetes,Metformin,13-25,228,14.98,953,264,1
2020-07-10,2020,7,10,Europe,France,Cough_Cold,Cough Syrup,26-45,377,10.04,18,329,1
2023-02-23,2023,2,23,Oceania,Australia,Respiratory,Salbutamol,26-45,201,18.58,1256,894,0
2023-06-24,2023,6,24,South America,Argentina,Cardiovascular,Amlodipine,46-65,455,29.17,563,273,0
2020-02-03,2020,2,3,Oceania,New Zealand,Diabetes,Metformin,0-12,351,12.97,579,159,1
2020-01-23,2020,1,23,South America,Argentina,Chronic,Omeprazole,13-25,137,32.8,1794,497,1
2021-11-28,2021,11,28,Africa,South Africa,Antibiotic,Azithromycin,13-25,184,27.91,782,232,1
2021-07-29,2021,7,29,Africa,Nigeria,Cough_Cold,Cough Syrup,26-45,283,10.79,1696,813,1
2023-08-16,2023,8,16,Africa,Nigeria,Antibiotic,Amoxicillin,26-45,294,32.22,701,600,0
2022-11-30,2022,11,30,Africa,South Africa,Respiratory,Salbutamol,26-45,177,17.31,799,931,1
2023-02-10,2023,2,10,North America,Canada,Cough_Cold,Cough Syrup,26-45,136,13.87,1015,474,0
2022-05-05,2022,5,5,East Asia,Japan,Antibiotic,Amoxicillin,46-65,477,34.73,14,594,1
2022-02-10,2022,2,10,South America,Argentina,Diabetes,Metformin,46-65,402,16.76,243,753,1
2021-08-16,2021,8,16,Middle East,UAE,Antibiotic,Amoxicillin,13-25,349,24.99,45,499,1
2025-02-07,2025,2,7,South Asia,Bangladesh,Vitamin,Vitamin C,13-25,282,10.72,171,61,0
2025-04-04,2025,4,4,Oceania,New Zealand,Cough_Cold,Cough Syrup,0-12,312,12.41,850,809,0
2025-03-03,2025,3,3,Africa,South Africa,Pain_Relief,Ibuprofen,13-25,315,8.04,171,613,0
2020-05-25,2020,5,25,Middle East,Saudi Arabia,Respiratory,Salbutamol,13-25,84,22.75,1239,439,1
2022-05-16,2022,5,16,Oceania,Australia,Pain_Relief,Ibuprofen,65+,440,8.66,180,159,1
2023-08-27,2023,8,27,Africa,Nigeria,Cough_Cold,Cough Syrup,46-65,52,10.06,747,163,0
2024-10-21,2024,10,21,East Asia,China,Antibiotic,Azithromycin,46-65,264,30.53,835,635,0
2023-10-12,2023,10,12,Europe,France,Cardiovascular,Atorvastatin,13-25,431,20.9,761,931,0
2024-05-22,2024,5,22,Oceania,New Zealand,Antibiotic,Amoxicillin,65+,465,25.34,514,340,0
2025-05-09,2025,5,9,South America,Argentina,Diabetes,Metformin,65+,380,13.55,404,329,0
2023-08-24,2023,8,24,Middle East,UAE,Chronic,Omeprazole,46-65,260,39.19,1575,462,0
2025-01-10,2025,1,10,East Asia,China,Cardiovascular,Amlodipine,46-65,331,25.02,1185,181,0
2023-05-29,2023,5,29,Africa,Nigeria,Pain_Relief,Ibuprofen,46-65,265,9.53,529,291,0
2024-11-05,2024,11,5,Oceania,Australia,Cough_Cold,Cough Syrup,0-12,164,13.4,433,644,0
2022-02-01,2022,2,1,North America,Canada,Chronic,Omeprazole,46-65,98,35.06,1493,350,1
2020-10-07,2020,10,7,South America,Colombia,Respiratory,Salbutamol,0-12,22,19.88,1067,832,1
2021-07-23,2021,7,23,North America,Mexico,Antibiotic,Azithromycin,26-45,230,28.47,822,559,1
2024-01-30,2024,1,30,North America,Canada,Antibiotic,Azithromycin,65+,342,32.39,721,390,0
2023-11-14,2023,11,14,East Asia,South Korea,Chronic,Omeprazole,46-65,11,33.38,1348,610,0
2024-08-22,2024,8,22,Africa,South Africa,Vitamin,Vitamin C,0-12,288,11.23,944,263,0
2021-01-07,2021,1,7,South America,Brazil,Cough_Cold,Cough Syrup,13-25,71,10.93,933,974,1
2022-05-26,2022,5,26,South Asia,Bangladesh,Vitamin,Vitamin C,46-65,112,8.07,205,734,1
2024-03-26,2024,3,26,Europe,UK,Vitamin,Vitamin C,13-25,38,10.53,83,285,0
2020-01-17,2020,1,17,Oceania,New Zealand,Antibiotic,Amoxicillin,26-45,117,31.2,411,226,1
2020-12-29,2020,12,29,North America,USA,Antibiotic,Amoxicillin,26-45,220,29.6,173,770,1
2025-04-29,2025,4,29,Europe,Italy,Cardiovascular,Atorvastatin,0-12,412,20.79,61,129,0
2024-05-05,2024,5,5,Middle East,Saudi Arabia,Diabetes,Metformin,46-65,90,12.5,1142,221,0
2022-11-19,2022,11,19,South Asia,India,Antibiotic,Azithromycin,0-12,84,31.18,873,800,1
2020-02-03,2020,2,3,South America,Brazil,Cardiovascular,Atorvastatin,26-45,367,29.8,34,692,1
2021-06-06,2021,6,6,North America,Mexico,Pain_Relief,Ibuprofen,26-45,361,8.25,1604,129,1
2025-06-29,2025,6,29,Middle East,UAE,Cardiovascular,Amlodipine,46-65,30,22.49,1612,969,0
2024-05-30,2024,5,30,Middle East,Saudi Arabia,Cardiovascular,Atorvastatin,46-65,91,29.61,425,776,0
2024-12-28,2024,12,28,South Asia,India,Cough_Cold,Cough Syrup,13-25,334,9.78,822,288,0
2021-07-25,2021,7,25,Middle East,UAE,Respiratory,Salbutamol,26-45,412,21.03,786,384,1
2024-09-22,2024,9,22,South America,Brazil,Diabetes,Metformin,46-65,89,15.12,1870,181,0
2020-12-01,2020,12,1,Africa,Nigeria,Cardiovascular,Atorvastatin,46-65,419,21.22,50,419,1
2023-07-09,2023,7,9,Europe,France,Pain_Relief,Paracetamol,26-45,422,6.89,1191,708,0
2022-04-19,2022,4,19,Middle East,UAE,Pain_Relief,Paracetamol,26-45,407,8.04,1053,435,1
2022-04-08,2022,4,8,Europe,Germany,Cough_Cold,Cough Syrup,46-65,67,13.95,51,493,1
2023-10-28,2023,10,28,Europe,Italy,Diabetes,Metformin,46-65,320,13.36,17,268,0
2021-11-30,2021,11,30,North America,Canada,Vitamin,Vitamin C,26-45,319,9.46,692,414,1
2021-06-22,2021,6,22,Europe,Italy,Respiratory,Salbutamol,13-25,268,16.43,1517,671,1
2025-01-27,2025,1,27,East Asia,Japan,Cough_Cold,Cough Syrup,13-25,36,9.79,505,646,0
2023-01-08,2023,1,8,North America,USA,Respiratory,Salbutamol,26-45,309,17.45,642,533,0
2022-05-05,2022,5,5,Oceania,New Zealand,Chronic,Omeprazole,26-45,389,37.73,38,659,1
2022-09-11,2022,9,11,Africa,South Africa,Antibiotic,Azithromycin,26-45,24,32.68,439,748,1
2022-06-13,2022,6,13,Europe,Germany,Pain_Relief,Ibuprofen,46-65,280,7.93,1536,403,1
2025-10-02,2025,10,2,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,13-25,362,14.14,5,272,0
2023-05-05,2023,5,5,Middle East,UAE,Vitamin,Vitamin C,0-12,282,9.92,1290,639,0
2020-06-15,2020,6,15,South Asia,Bangladesh,Chronic,Omeprazole,46-65,229,47.67,211,416,1
2020-06-18,2020,6,18,South America,Argentina,Chronic,Omeprazole,13-25,447,40.25,41,165,1
2023-01-26,2023,1,26,Europe,Germany,Vitamin,Vitamin C,26-45,135,9.56,6,907,0
2021-02-07,2021,2,7,South America,Argentina,Cardiovascular,Atorvastatin,46-65,112,28.52,184,904,1
2020-08-05,2020,8,5,Africa,South Africa,Pain_Relief,Ibuprofen,13-25,412,8.38,50,991,1
2023-05-31,2023,5,31,Africa,South Africa,Cardiovascular,Amlodipine,65+,371,27.84,73,871,0
2022-10-28,2022,10,28,Middle East,Saudi Arabia,Cardiovascular,Amlodipine,65+,41,25.4,1567,749,1
2022-05-16,2022,5,16,South Asia,Bangladesh,Chronic,Omeprazole,26-45,136,41.76,281,31,1
2024-10-25,2024,10,25,Africa,Nigeria,Vitamin,Vitamin C,0-12,192,11.29,1542,172,0
2024-09-06,2024,9,6,Oceania,Australia,Diabetes,Metformin,65+,281,14.19,49,812,0
2020-10-19,2020,10,19,Europe,Italy,Vitamin,Vitamin C,13-25,248,11.7,1414,674,1
2023-08-21,2023,8,21,Africa,South Africa,Cough_Cold,Cough Syrup,13-25,385,9.92,787,512,0
2022-06-04,2022,6,4,South Asia,Bangladesh,Cardiovascular,Atorvastatin,46-65,364,21.09,952,751,1
2025-11-03,2025,11,3,Oceania,New Zealand,Diabetes,Metformin,65+,493,16.4,578,554,0
2024-08-25,2024,8,25,North America,Canada,Chronic,Omeprazole,13-25,116,43.55,410,34,0
2025-03-17,2025,3,17,Europe,UK,Cardiovascular,Amlodipine,13-25,421,28.82,581,850,0
2022-07-19,2022,7,19,Africa,South Africa,Vitamin,Vitamin C,65+,336,10.15,1062,704,1
2020-09-28,2020,9,28,South America,Colombia,Antibiotic,Amoxicillin,65+,347,32.34,814,784,1
2025-07-20,2025,7,20,Oceania,New Zealand,Chronic,Omeprazole,26-45,377,40.09,1585,884,0
2024-11-29,2024,11,29,South America,Argentina,Cough_Cold,Cough Syrup,13-25,309,13.89,23,529,0
2023-09-27,2023,9,27,North America,USA,Diabetes,Metformin,65+,123,12.61,192,267,0
2025-08-08,2025,8,8,South America,Brazil,Diabetes,Metformin,65+,295,13.5,1056,471,0
2022-01-07,2022,1,7,South Asia,Bangladesh,Cough_Cold,Cough Syrup,65+,351,12.37,1456,308,1
2022-08-19,2022,8,19,Oceania,Australia,Respiratory,Salbutamol,65+,388,22.94,1035,290,1
2022-11-23,2022,11,23,South America,Brazil,Pain_Relief,Ibuprofen,0-12,350,7.72,194,562,1
2020-04-01,2020,4,1,South America,Brazil,Cardiovascular,Atorvastatin,46-65,195,26.34,1006,488,1
2024-03-16,2024,3,16,Middle East,Saudi Arabia,Cardiovascular,Atorvastatin,46-65,306,28.16,19,391,0
2023-07-28,2023,7,28,Africa,South Africa,Pain_Relief,Ibuprofen,13-25,21,9.47,1083,632,0
2022-05-21,2022,5,21,Middle East,UAE,Cough_Cold,Cough Syrup,13-25,296,14.26,1085,775,1
2023-07-11,2023,7,11,South Asia,Bangladesh,Cough_Cold,Cough Syrup,65+,339,10.39,816,975,0
2021-11-24,2021,11,24,South Asia,Bangladesh,Diabetes,Metformin,46-65,234,14.05,712,783,1
2020-09-23,2020,9,23,Oceania,Australia,Vitamin,Vitamin C,26-45,123,11.85,1509,444,1
2020-08-05,2020,8,5,East Asia,Japan,Vitamin,Vitamin C,26-45,461,8.55,198,43,1
2023-02-20,2023,2,20,Oceania,New Zealand,Vitamin,Vitamin C,26-45,47,10.38,1910,45,0
